Version,Resolution,Superfit_c,Superfit_z,Match,Gal,Frac(SN),Frac(gal),Phase,Av
AT2018hrg_20181103_P60_v1.ascii,AT2018hrg_20181103_P60_v1_10,II,-0.000152,II/1999em/LRIS+1999-11-08 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.74457693,0.2554231,-2451482.0,1.8
SN2017iuk_20181204_Keck1_v1.ascii,SN2017iuk_20181204_Keck1_v1_10,Ib,0.0368,Ib/2014C/LRIS+2014-11-20 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.118856214,0.8811438,-2456669.0,2.0
ZTF17aaajnki_20180320_P60_v1.ascii,ZTF17aaajnki_20180320_P60_v1_10,IIn,0.001113,IIn/2010jl/KAST+2011-03-31 04:16:19.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.5327299,0.4672701,-2455468.0,0.8
ZTF17aaajnki_20180320_P60_v2.ascii,ZTF17aaajnki_20180320_P60_v2_10,IIn,0.001113,IIn/2010jl/KAST+2011-05-12 04:39:21.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.5357351,0.46426496,-2455466.0,0.2
ZTF17aaajnki_20180320_P60_v2.ascii,ZTF17aaajnki_20180320_P60_v2_10,IIn,0.001007,IIn/2010jl/KAST+2011-05-12 04:39:21.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.5416524,0.4583476,-2455466.0,0.2
ZTF17aaajnki_20180320_P60_v2.ascii,ZTF17aaajnki_20180320_P60_v2_20,IIn,0.001113,IIn/2010jl/KAST+2011-03-31 04:16:19.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.575945,0.42405495,-2455468.0,0.4
ZTF17aaajnki_20180320_P60_v2.ascii,ZTF17aaajnki_20180320_P60_v2_20,IIn,0.001007,IIn/2010jl/KAST+2011-05-12 04:39:21.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB3,0.44083616,0.5591638,-2455466.0,1.0
ZTF17aaaobyl_20180826_P60_v2.ascii,ZTF17aaaobyl_20180826_P60_v2_10,II-flash,0.07,II-flash/2014cn_early/GMOS+00:00.0,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.8953967,0.1046033,,2.0
ZTF17aaapufz_20190304_P200_v1.ascii,ZTF17aaapufz_20190304_P200_v1_10,II,0.0027405,II/2016esw/KAST+2016-08-27 05:18:14.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB5,0.53130424,0.46869576,-2457600.0,2.0
ZTF17aaaukqn_20180904_P60_v1.ascii,ZTF17aaaukqn_20180904_P60_v1_10,Ia-rapid,0.0,Ia-rapid/2002bj/LRIS+2002-03-07 07:29:17.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.5421823,0.45781767,-2452317.0,2.0
ZTF17aaawgkc_20180822_P60_v1.ascii,ZTF17aaawgkc_20180822_P60_v1_10,II,0.11,II/2014G/KAST+2014-01-23 09:28:48.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.8809265,0.119073495,-2456630.0,2.0
ZTF17aaayjzy_20191214_P60_v1.ascii,ZTF17aaayjzy_20191214_P60_v1_10,IIn,0.0483,IIn/2005cp/DBSP+2006-01-08 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.14050812,0.8594919,-2453559.0,2.0
ZTF17aaazdba_20190224_P60_v1.ascii,ZTF17aaazdba_20190224_P60_v1_10,II,0.0209,II/2013ej/HET-LRS+2013-08-01 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.11075623,0.8892438,-2456508.0,2.0
ZTF17aaazdba_20190303_P60_v1.ascii,ZTF17aaazdba_20190303_P60_v1_10,II-flash,0.0231,II-flash/2014cn_early/GMOS+00:00.0,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB3,0.6691933,0.33080667,,-0.6
ZTF17aaazdba_20190304_P200_v1.ascii,ZTF17aaazdba_20190304_P200_v1_10,SLSN-I,0.0209,SLSN-I/2017egm/ALFOSC+2017-05-30 21:50:24.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sc,0.7428607,0.2571393,-2457902.0,-1.8
ZTF17aaazdba_20190304_P60_v1.ascii,ZTF17aaazdba_20190304_P60_v1_10,II-flash,0.0231,II-flash/2014cn_early/GMOS+00:00.0,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB3,0.7116222,0.28837782,,-0.8
ZTF17aaazdba_20190309_Gemini_N_v2.ascii,ZTF17aaazdba_20190309_Gemini_N_v2_10,IIb-flash,0.0209,IIb-flash/2013cu_early/DEIMOS+00:00.0,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.16799638,0.8320036,,-2.0
ZTF17aaazdba_20190310_DCT_v1.ascii,ZTF17aaazdba_20190310_DCT_v1_10,TDE H+He,0.0209,TDE H+He/ASASSN-14li/DIS+2014-12-02 12:08:44.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.23392703,0.766073,-2456940.0,0.0
ZTF17aaazdba_20190315_P60_v1.ascii,ZTF17aaazdba_20190315_P60_v1_10,Ibn,0.0231,Ibn/2005la/DEIMOS+2005-12-04 15:37:26.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.22046785,0.77953213,-2453684.0,1.6
ZTF17aaazdba_20190316_NOT_v1.ascii,ZTF17aaazdba_20190316_NOT_v1_10,II-flash,0.0231,II-flash/2014cn_early/GMOS+00:00.0,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.18320331,0.8167967,,2.0
ZTF17aaazdba_20190319_P60_v1.ascii,ZTF17aaazdba_20190319_P60_v1_10,Ibn,0.0209,Ibn/2005la/DEIMOS+2005-12-04 15:37:26.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.29483494,0.7051651,-2453684.0,2.0
ZTF17aaazdba_20190323_Gemini_N_v1.ascii,ZTF17aaazdba_20190323_Gemini_N_v1_10,IIb-flash,0.0209,IIb-flash/2013cu_early/DEIMOS+00:00.0,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.1768776,0.8231224,,-2.0
ZTF17aaazdba_20190324_P60_v1.ascii,ZTF17aaazdba_20190324_P60_v1_10,Ibn,0.0209,Ibn/2005la/DEIMOS+2005-12-04 15:37:26.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.29289117,0.7071088,-2453684.0,2.0
ZTF17aaazdba_20190328_DCT_v3.ascii,ZTF17aaazdba_20190328_DCT_v3_10,TDE H+He,0.0231,TDE H+He/ASASSN-14li/DIS+2014-12-02 12:08:44.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.23778924,0.7622107,-2456940.0,-2.0
ZTF17aaazdba_20190330_P60_v1.ascii,ZTF17aaazdba_20190330_P60_v1_10,II-flash,0.0231,II-flash/2014cn_early/GMOS+00:00.0,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB3,0.6932289,0.30677113,,-0.6
ZTF17aaazdba_20190406_P60_v1.ascii,ZTF17aaazdba_20190406_P60_v1_10,II-flash,0.0231,II-flash/2014cn_early/GMOS+00:00.0,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB3,0.70679325,0.29320678,,-0.8
ZTF17aaazdba_20190417_P60_v1.ascii,ZTF17aaazdba_20190417_P60_v1_10,II,0.0209,II/2013ej/HET-LRS+2013-08-01 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.15041058,0.8495894,-2456508.0,2.0
ZTF17aaazdba_20190424_P60_v1.ascii,ZTF17aaazdba_20190424_P60_v1_10,II-flash,0.0231,II-flash/2014cn_early/GMOS+00:00.0,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB4,0.6172238,0.3827762,,0.2
ZTF17aaazdba_20190501_Keck1_v1.ascii,ZTF17aaazdba_20190501_Keck1_v1_10,IIb,0.0231,IIb/2011dh/LRIS+2011-06-03 09:29:43.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.992718,0.007282036,-2455686.0,1.2
ZTF17aaazdba_20190502_DCT_v1.ascii,ZTF17aaazdba_20190502_DCT_v1_10,TDE H+He,0.0231,TDE H+He/ASASSN-14li/DIS+2014-12-02 12:08:44.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.23165144,0.7683486,-2456940.0,-0.6
ZTF17aaazdba_20190505_Lick_3-m_v1.ascii,ZTF17aaazdba_20190505_Lick_3-m_v1_10,TDE H,0.0209,TDE H/ASASSN-14ae/MODS1+2013-02-24 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB3,0.56875783,0.43124217,-2456693.0,1.8
ZTF17aaazdba_20190513_Lick_3-m_v1.ascii,ZTF17aaazdba_20190513_Lick_3-m_v1_10,TDE H+He,0.022,TDE H+He/2018dyb/EFOSC2-NTT+2018-08-13 03:07:40.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.64995944,0.35004056,-2458300.0,2.0
ZTF17aaazdba_20190529_DCT_v1.ascii,ZTF17aaazdba_20190529_DCT_v1_10,II,0.0231,II/2008aw/Other+2008-03-10 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sc,0.573808,0.426192,-2454528.0,2.0
ZTF17aaazdba_20190925_Keck1_v4.ascii,ZTF17aaazdba_20190925_Keck1_v4_10,SLSN-II,0.0231,SLSN-II/CSS121015/EFOSC2-NTT+2012-12-13 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sa,0.43670532,0.5632947,-2456226.0,-1.6
ZTF17aaazdba_20191023_DCT_v1.ascii,ZTF17aaazdba_20191023_DCT_v1_10,II,0.022,II/2008aw/Other+2008-03-14 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sc,0.70299363,0.2970064,-2454528.0,-0.4
ZTF17aaazdba_20191105_DCT_v1.ascii,ZTF17aaazdba_20191105_DCT_v1_10,II,0.022,II/2008aw/Other+2008-03-14 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sc,0.7162073,0.28379267,-2454528.0,-0.6
ZTF17aaazdba_20191203_DCT_v2.ascii,ZTF17aaazdba_20191203_DCT_v2_10,Ic-BL,0.0231,Ic-BL/2002ap/FAST+2002-02-20 02:09:36.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sb,0.9785214,0.021478575,-2452275.0,-1.2
ZTF17aabcpcp_20181102_P60_v1.ascii,ZTF17aabcpcp_20181102_P60_v1_10,SLSN-IIn,0.04,SLSN-IIn/PTF10tpz/RC-Spec+2010-10-09 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.30111924,0.69888073,,-2.0
ZTF17aaburzk_20180717_P60_v1.ascii,ZTF17aaburzk_20180717_P60_v1_10,II,0.16,II/1999em/Nickel-Spec+1999-10-31 08:16:48.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB6,0.38723636,0.61276364,-2451434.0,-1.2
ZTF17aadcbei_20181117_P60_v1.ascii,ZTF17aadcbei_20181117_P60_v1_10,II,0.11,II/2014G/KAST+2014-01-23 09:28:48.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB4,0.9109255,0.08907447,-2456630.0,1.6
ZTF17aadlxmv_20200123_P60_v1.ascii,ZTF17aadlxmv_20200123_P60_v1_10,Ia-norm,0.062,Ia-norm/2013dy/DEIMOS+2013-07-11 14:51:21.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB5,0.22337443,0.7766256,-2456479.0,-0.8
ZTF18aaabltn_20181209_P60_v1.ascii,ZTF18aaabltn_20181209_P60_v1_10,IIn,0.0458,IIn/2005cp/DBSP+2006-01-08 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB4,0.13569091,0.8643091,-2453559.0,1.4
ZTF18aaabltn_20190502_DCT_v1.ascii,ZTF18aaabltn_20190502_DCT_v1_10,IIn,0.04351,IIn/2005cp/DBSP+2006-01-08 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.08096981,0.9190302,-2453559.0,2.0
ZTF18aaadtdc_20181106_P60_v1.ascii,ZTF18aaadtdc_20181106_P60_v1_10,IIn,0.0367175,IIn/2005cp/DBSP+2006-01-08 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB5,0.169581,0.830419,-2453559.0,2.0
ZTF18aaaibml_20200212_LT_v1.ascii,ZTF18aaaibml_20200212_LT_v1_10,Ibn,0.03306,Ibn/2005la/DEIMOS+2005-12-04 15:37:26.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.99671614,0.0032838604,-2453684.0,-1.0
ZTF18aaaibml_20200212_LT_v2.ascii,ZTF18aaaibml_20200212_LT_v2_10,Ibn,0.03306,Ibn/2005la/DEIMOS+2005-12-04 15:37:26.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.97771615,0.022283848,-2453684.0,-1.0
ZTF18aaaibml_20200214_P200_v1.ascii,ZTF18aaaibml_20200214_P200_v1_10,II,0.0348,II/iPTF15crj/FLOYDS-N+2015-09-23 06:18:20.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.46242276,0.5375772,,1.4
ZTF18aaaibml_20200219_Keck1_v1.ascii,ZTF18aaaibml_20200219_Keck1_v1_10,IIn,0.0348,IIn/2010jl/KAST+2010-11-30 13:07:40.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.6713559,0.3286441,-2455447.0,2.0
ZTF18aaakpbx_20180928_P60_v2.ascii,ZTF18aaakpbx_20180928_P60_v2_10,TDE H+He,0.12,TDE H+He/ASASSN-14li/DIS+2014-12-02 12:08:44.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.7693237,0.23067628,-2456940.0,2.0
ZTF18aaakpsa_20180910_P60_v1.ascii,ZTF18aaakpsa_20180910_P60_v1_10,IIn,0.01615,IIn/2010jl/DEIMOS+2010-11-07 15:37:26.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.60769606,0.39230397,-2455461.0,-1.4
ZTF18aaaokus_20181110_P60_v1.ascii,ZTF18aaaokus_20181110_P60_v1_10,IIn,0.0083885,IIn/2005cp/DBSP+2005-10-24 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sa,0.14929257,0.8507074,-2453559.0,2.0
ZTF18aaaqexr_20200215_P60_v1.ascii,ZTF18aaaqexr_20200215_P60_v1_10,Ia-norm,0.0702,Ia-norm/2013dy/HET-LRS+2013-07-21 06:12:58.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.31882724,0.6811727,-2456442.0,-0.8
ZTF18aaaqexr_20200220_P60_v1.ascii,ZTF18aaaqexr_20200220_P60_v1_10,Ia-norm,0.0702,Ia-norm/2013dy/HET-LRS+2013-07-21 06:12:58.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.18408793,0.81591207,-2456442.0,0.0
ZTF18aabcvnq_20180604_P60_v1.ascii,ZTF18aabcvnq_20180604_P60_v1_10,IIn,0.15,IIn/2008fq/WFCCD+2008-09-29 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.80016625,0.19983374,-2454728.0,-1.4
ZTF18aabfxpw_20181220_P60_v1.ascii,ZTF18aabfxpw_20181220_P60_v1_10,IIb,0.13,IIb/1993J/BC-Ekar+1993-03-31 20:30:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB6,0.553348,0.446652,-2449094.0,0.6
ZTF18aabicqe_20181103_P60_v1.ascii,ZTF18aabicqe_20181103_P60_v1_10,IIn,0.08,IIn/2005cp/DBSP+2006-01-08 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB5,0.17862333,0.8213767,-2453559.0,2.0
ZTF18aabilqu_20180522_P200_v1.ascii,ZTF18aabilqu_20180522_P200_v1_10,IIn,0.02331,IIn/2010jl/LRIS+2013-02-09 08:08:48.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB5,0.22307299,0.776927,-2455439.0,0.8
ZTF18aabilqu_20180522_P60_v1.ascii,ZTF18aabilqu_20180522_P60_v1_10,IIn,0.02109,IIn/2005cp/DBSP+2006-01-08 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB5,0.26459733,0.73540264,-2453559.0,2.0
ZTF18aabssth_20180309_P60_v1.ascii,ZTF18aabssth_20180309_P60_v1_10,II,0.02185,II/1999em/LRIS+1999-11-08 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.31291568,0.6870843,-2451482.0,1.0
ZTF18aabssth_20180309_P60_v1.ascii,ZTF18aabssth_20180309_P60_v1_20,II,0.0207,II/1999em/LRIS+1999-11-08 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.3231831,0.67681694,-2451482.0,1.0
ZTF18aabssth_20180309_P60_v1.ascii,ZTF18aabssth_20180309_P60_v1_20,II,0.022425,II/1999em/LRIS+1999-11-08 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.35247278,0.6475272,-2451482.0,0.8
ZTF18aabtahy_20180308_P200_v1.ascii,ZTF18aabtahy_20180308_P200_v1_10,IIb,0.0304,IIb/2013df/KAST+2013-06-16 05:47:02.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.5867213,0.4132787,-2456465.0,0.2
ZTF18aabtxvd_20180307_P60_v1.ascii,ZTF18aabtxvd_20180307_P60_v1_10,Ic-BL,0.07455,Ic-BL/2006aj/FORS2+2006-03-01 00:12:58.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.06482321,0.9351768,-2453726.0,2.0
ZTF18aabtxvd_20180307_P60_v1.ascii,ZTF18aabtxvd_20180307_P60_v1_10,Ia-norm,0.08,Ia-norm/2013dy/DEIMOS+2013-07-11 14:51:21.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.073228225,0.92677176,-2456479.0,1.2
ZTF18aabtxvd_20180326_P60_v1.ascii,ZTF18aabtxvd_20180326_P60_v1_10,Ic-BL,0.06745,Ic-BL/2006aj/FORS2+2006-02-21 00:59:02.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB3,0.34199685,0.65800315,-2453782.0,-1.2
ZTF18aabtxvd_20180327_P60_v1.ascii,ZTF18aabtxvd_20180327_P60_v1_10,IIb,0.07455,IIb/2013df/HET-LRS+2013-06-23 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.37685564,0.6231443,-2456467.0,-2.0
ZTF18aabtxvd_20180328_WHT_v1.ascii,ZTF18aabtxvd_20180328_WHT_v1_10,II,0.06745,II/2012aw/DOLORES+2012-03-20 20:38:27.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.99993366,6.6343564e-05,-2455984.0,-1.2
ZTF18aabtxvd_20180404_DCT_v3.ascii,ZTF18aabtxvd_20180404_DCT_v3_10,TDE H,0.071,TDE H/ASASSN-14ae/MODS1+2014-02-24 04:40:24.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB6,0.32988873,0.6701113,-2456669.0,0.4
ZTF18aabtxvd_20180411_DCT_v2.ascii,ZTF18aabtxvd_20180411_DCT_v2_10,TDE H,0.06745,TDE H/ASASSN-14ae/MODS1+2014-02-24 04:40:24.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB5,0.5967261,0.40327385,-2456669.0,-2.0
ZTF18aabtxvd_20180411_P200_v1.ascii,ZTF18aabtxvd_20180411_P200_v1_10,II,0.071,II/2016esw/KAST+2016-08-14 07:01:55.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.44695145,0.55304855,-2457559.0,1.6
ZTF18aabtxvd_20180417_Keck1_v1.ascii,ZTF18aabtxvd_20180417_Keck1_v1_10,TDE H,0.06745,TDE H/ASASSN-14ae/MODS1+2013-02-24 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.9914583,0.008541696,-2456693.0,-0.4
ZTF18aabtxvd_20180419_Gemini_N_v1.ascii,ZTF18aabtxvd_20180419_Gemini_N_v1_10,IIb-flash,0.06745,IIb-flash/2013cu_early/DEIMOS+00:00.0,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.68555945,0.31444055,,-2.0
ZTF18aabtxvd_20180505_Gemini_N_v1.ascii,ZTF18aabtxvd_20180505_Gemini_N_v1_10,IIb-flash,0.06745,IIb-flash/2013cu_early/DEIMOS+00:00.0,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.707418,0.292582,,-2.0
ZTF18aabtxvd_20180506_DCT_v1.ascii,ZTF18aabtxvd_20180506_DCT_v1_10,TDE H,0.06745,TDE H/ASASSN-14ae/MODS1+2014-02-24 04:40:24.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sc,0.6051197,0.39488032,-2456669.0,-2.0
ZTF18aabtxvd_20180513_DCT_v1.ascii,ZTF18aabtxvd_20180513_DCT_v1_10,II,0.06745,II/2007od/Other+2007-11-04 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.9366987,0.06330135,-2454411.0,-1.8
ZTF18aabtxvd_20180519_DCT_v2.ascii,ZTF18aabtxvd_20180519_DCT_v2_10,II,0.071,II/2007od/Other+2007-11-04 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.9563225,0.04367749,-2454411.0,-2.0
ZTF18aabtxvd_20191023_DCT_v1.ascii,ZTF18aabtxvd_20191023_DCT_v1_10,TDE H,0.071,TDE H/2018hyz/EFOSC2-NTT+2019-11-28 07:29:46.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.85730755,0.14269243,-2458386.0,-2.0
ZTF18aabuoud_20190705_P60_v1.ascii,ZTF18aabuoud_20190705_P60_v1_10,Ic-BL,0.06174,Ic-BL/PTF10vgv/HET-LRS+2010-09-27 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB4,0.17083845,0.8291615,-2455464.0,0.2
ZTF18aabvmws_20181110_P60_v1.ascii,ZTF18aabvmws_20181110_P60_v1_10,SLSN-IIn,0.0285,SLSN-IIn/PTF10tpz/RC-Spec+2010-10-09 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.19318174,0.80681825,,-2.0
ZTF18aabvpbb_20180919_P60_v1.ascii,ZTF18aabvpbb_20180919_P60_v1_10,II,0.14,II/2016esw/KAST+2016-08-13 06:48:57.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB6,0.8165011,0.1834989,-2457557.0,2.0
ZTF18aabxlsv_20180510_P60_v1.ascii,ZTF18aabxlsv_20180510_P60_v1_10,SLSN-I,0.0504,SLSN-I/PTF10nmn/DBSP+2010-07-15 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sc,0.39080918,0.6091908,,1.2
ZTF18aabxlsv_20180517_P200_v1.ascii,ZTF18aabxlsv_20180517_P200_v1_10,SLSN-I,0.048,SLSN-I/PTF10nmn/LRIS+2010-07-07 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.39293113,0.6070689,,2.0
ZTF18aabxlsv_20181110_Keck1_v1.ascii,ZTF18aabxlsv_20181110_Keck1_v1_10,IIb,0.0456,IIb/1993J/KAST+1993-08-13 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sc,0.105554536,0.8944455,-2449094.0,1.8
ZTF18aabybkt_20180308_P200_v1.ascii,ZTF18aabybkt_20180308_P200_v1_10,FBOT,0.008421,FBOT/AT2018cow/SNIFS+2018-06-23 12:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB4,0.84497947,0.15502053,-2458315.0,2.0
ZTF18aabybkt_20180309_P60_v1.ascii,ZTF18aabybkt_20180309_P60_v1_10,Ia-rapid,0.007619,Ia-rapid/2002bj/LRIS+2002-03-07 07:29:17.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.50808424,0.49191576,-2452317.0,2.0
ZTF18aabybkt_20180316_P60_v1.ascii,ZTF18aabybkt_20180316_P60_v1_10,IIb,0.008421,IIb/2013df/HET-LRS+2013-06-23 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.16928135,0.83071864,-2456467.0,2.0
ZTF18aabybkt_20180321_APO_v1.ascii,ZTF18aabybkt_20180321_APO_v1_10,II,0.007619,II/1999br/BC-duPont+1999-04-23 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.9751684,0.024831573,-2451286.0,2.0
ZTF18aaccmnh_20180517_P200_v1.ascii,ZTF18aaccmnh_20180517_P200_v1_10,II,0.03382,II/2016esw/KAST+2016-11-03 03:44:38.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sc,0.73022425,0.26977578,-2457576.0,-2.0
