Version,Resolution,Superfit_c,Superfit_z,Match,Gal,Frac(SN),Frac(gal),Phase,Av
ZTF19acbvrfx_20191005_P200_v1.ascii,ZTF19acbvrfx_20191005_P200_v1_10,SLSN-IIn,0.03427,SLSN-IIn/2006gy/KAST+2006-10-30 08:38:24.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.9400007,0.05999927,-2454011.0,2.0
ZTF19acbvrfx_20191005_P60_v1.ascii,ZTF19acbvrfx_20191005_P60_v1_10,II,0.0325565,II/2014G/AFOSC+2014-04-07 23:39:27.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.23046908,0.7695309,-2456651.0,2.0
ZTF19acbvrfx_20191005_P60_v2.ascii,ZTF19acbvrfx_20191005_P60_v2_10,IIb,0.0359835,IIb/2013df/HET-LRS+2013-07-08 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.5453259,0.4546741,-2456467.0,1.2
ZTF19acbvrhb_20191005_P60_v1.ascii,ZTF19acbvrhb_20191005_P60_v1_10,Ia 99aa-like,0.08085,Ia 99aa-like/1999aa/MARK-III+1999-03-03 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.9971779,0.0028220774,-2451232.0,-1.2
ZTF19acbvujw_20191023_P60_v1.ascii,ZTF19acbvujw_20191023_P60_v1_10,Ia-norm,0.06104,Ia-norm/2011by/KAST+2011-05-25 07:22:04.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.73689085,0.26310918,-2455686.0,1.6
ZTF19acbwaah_20191002_P200_v1.ascii,ZTF19acbwaah_20191002_P200_v1_10,Ia-norm,0.0304,Ia-norm/2012cg/KAST+2012-07-12 05:25:26.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB5,0.94806933,0.051930644,-2456056.0,0.2
ZTF19acbwaex_20191005_P200_v1.ascii,ZTF19acbwaex_20191005_P200_v1_10,Ia-pec,0.03871,Ia-pec/2013bh/HET-LRS+2013-04-16 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB4,0.09732616,0.90267384,-2456385.0,2.0
ZTF19acbwccr_20191016_P60_v1.ascii,ZTF19acbwccr_20191016_P60_v1_10,II,0.0286995,II/2013ej/DEIMOS+2013-09-10 09:48:57.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sa,0.18842067,0.81157935,-2456451.0,1.8
ZTF19acbwccr_20191102_P60_v1.ascii,ZTF19acbwccr_20191102_P60_v1_10,II,0.0317205,II/2013ej/DEIMOS+2013-09-10 09:48:57.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB5,0.6475228,0.3524772,-2456451.0,-1.2
ZTF19acbwejj_20200105_P60_v1.ascii,ZTF19acbwejj_20200105_P60_v1_10,II,0.015057,II/2013ej/Other+2013-10-05 07:53:45.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sc,0.410783,0.589217,-2456463.0,2.0
ZTF19acbwhqc_20191009_P60_v1.ascii,ZTF19acbwhqc_20191009_P60_v1_10,Ia-norm,0.076,Ia-norm/2013dy/HET-LRS+2013-08-02 05:45:36.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.4082055,0.5917945,-2456464.0,2.0
ZTF19acbwhqc_20191031_APO_v1.ascii,ZTF19acbwhqc_20191031_APO_v1_10,IIb-flash,0.0722,IIb-flash/2013cu_early/DEIMOS+00:00.0,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.7277681,0.27223188,,-2.0
ZTF19acbwilc_20191006_P60_v1.ascii,ZTF19acbwilc_20191006_P60_v1_10,Ibn,0.048545,Ibn/2005la/DEIMOS+2005-12-04 15:37:26.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.17107192,0.82892805,-2453684.0,1.6
ZTF19acbwilc_20191006_P60_v2.ascii,ZTF19acbwilc_20191006_P60_v2_10,II,0.048545,II/1999em/LRIS+1999-11-08 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.18459135,0.81540865,-2451482.0,1.0
ZTF19acbwilc_20191024_P200_v1.ascii,ZTF19acbwilc_20191024_P200_v1_10,IIn,0.0511,IIn/2009kr/KAST+2009-11-25 08:26:52.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sc,0.45938125,0.5406187,-2455093.0,-0.2
ZTF19acbwjue_20191009_P60_v1.ascii,ZTF19acbwjue_20191009_P60_v1_10,Ia-norm,0.073,Ia-norm/2012ht/KAST+2013-01-05 11:45:36.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.95929956,0.040700454,-2456259.0,0.4
ZTF19acbwmqd_20191005_P60_v1.ascii,ZTF19acbwmqd_20191005_P60_v1_10,II-flash,0.03885,II-flash/2014cn_early/GMOS+00:00.0,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.554368,0.445632,,0.2
ZTF19acbwmqd_20191008_Lick_3-m_v1.ascii,ZTF19acbwmqd_20191008_Lick_3-m_v1_10,IIn,0.037,IIn/2009kr/KAST+2009-11-10 09:36:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.7733746,0.22662541,-2455145.0,2.0
ZTF19acbwrsu_20191006_P60_v1.ascii,ZTF19acbwrsu_20191006_P60_v1_10,IIb-flash,0.14,IIb-flash/2013cu_early/ALFOSC+09:32.0,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.78296846,0.21703157,,2.0
ZTF19acbyklm_20191006_P60_v1.ascii,ZTF19acbyklm_20191006_P60_v1_10,Ia 91bg-like,0.1,Ia 91bg-like/1991bg/BC-Asi+1991-12-15 02:25:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.14074731,0.8592527,,1.6
ZTF19acbykmk_20191014_P60_v1.ascii,ZTF19acbykmk_20191014_P60_v1_10,Ia 99aa-like,0.05795,Ia 99aa-like/1999aa/MARK-III+1999-03-03 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.8755369,0.12446305,-2451232.0,2.0
ZTF19acbykmk_20191016_P60_v1.ascii,ZTF19acbykmk_20191016_P60_v1_10,Ia-norm,0.05795,Ia-norm/2012fr/KAST+2012-11-20 07:11:59.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.7572622,0.24273781,-2456184.0,2.0
ZTF19acbzgog_20191008_P60_v1.ascii,ZTF19acbzgog_20191008_P60_v1_10,IIb,0.0001785,IIb/2013df/HET-LRS+2013-06-23 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.29528886,0.70471114,-2456467.0,2.0
ZTF19acbzgog_20191010_P60_v1.ascii,ZTF19acbzgog_20191010_P60_v1_10,II,0.0001615,II/1999em/LRIS+1999-11-08 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.3694668,0.63053316,-2451482.0,1.2
ZTF19acbzgog_20191012_P60_v1.ascii,ZTF19acbzgog_20191012_P60_v1_10,Ia-CSM-(ambigious),0.0001615,Ia-CSM-(ambigious)/2012ca/EFOSC2-NTT+2013-02-21 08:10:13.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.56863236,0.43136767,-2456039.0,2.0
ZTF19acbzgog_20191024_P200_v2.ascii,ZTF19acbzgog_20191024_P200_v2_10,IIn,0.0001615,IIn/2010jl/LRIS+2013-02-09 08:08:48.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.42928153,0.57071847,-2455439.0,0.0
ZTF19acbzody_20191003_P60_v1.ascii,ZTF19acbzody_20191003_P60_v1_10,IIb-flash,0.09,IIb-flash/2013cu_early/AFOSC+40:53.0,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.6143735,0.3856265,,0.4
ZTF19accavuw_20191005_P200_v1.ascii,ZTF19accavuw_20191005_P200_v1_10,II,0.043,II/iPTF15crj/FLOYDS-N+2015-09-23 06:18:20.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sc,0.5769049,0.4230951,,-2.0
ZTF19accavuw_20191007_P60_v1.ascii,ZTF19accavuw_20191007_P60_v1_10,IIn,0.04515,IIn/2008fq/WFCCD+2008-09-29 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sb,0.97846866,0.02153135,-2454728.0,0.4
ZTF19accavuw_20191007_P60_v2.ascii,ZTF19accavuw_20191007_P60_v2_10,SLSN-I,0.04515,SLSN-I/2012il/X-Shooter+2012-03-17 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB5,0.25230584,0.7476942,-2455978.0,0.2
ZTF19accavuw_20191016_P60_v1.ascii,ZTF19accavuw_20191016_P60_v1_10,II,0.04085,II/1999em/LRIS+1999-11-08 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sa,0.07078051,0.9292195,-2451482.0,2.0
ZTF19accavuw_20191016_P60_v2.ascii,ZTF19accavuw_20191016_P60_v2_10,Ia-norm,0.04085,Ia-norm/2012cu/KAST+2012-06-27 05:52:48.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.27280545,0.72719455,,0.2
ZTF19accavuw_20191023_P60_v1.ascii,ZTF19accavuw_20191023_P60_v1_10,Ia 91bg-like,0.04085,Ia 91bg-like/1991bg/BC-Asi+1991-12-29 01:41:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.28933474,0.7106653,,-2.0
ZTF19accavuw_20191023_P60_v2.ascii,ZTF19accavuw_20191023_P60_v2_10,ILRT,0.043,ILRT/PTF10fqs/HET-LRS+2010-05-03 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sb,0.17652906,0.82347095,-2455313.0,1.2
ZTF19accavuw_20191024_P200_v1.ascii,ZTF19accavuw_20191024_P200_v1_10,Ic-BL,0.043,Ic-BL/2003jd/LRIS+2003-11-29 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sa,0.19947419,0.80052584,-2452943.0,-0.8
ZTF19accbeju_20191010_P60_v1.ascii,ZTF19accbeju_20191010_P60_v1_10,IIb,0.055,IIb/2013df/HET-LRS+2013-06-16 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sa,0.10511663,0.8948834,-2456467.0,0.0
ZTF19accbeju_20191010_P60_v2.ascii,ZTF19accbeju_20191010_P60_v2_10,II,0.05225,II/1999em/LRIS+1999-12-05 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sc,0.11863232,0.8813677,-2451482.0,0.0
ZTF19acccgfn_20191005_P200_v1.ascii,ZTF19acccgfn_20191005_P200_v1_10,II,0.01661,II/iPTF15crj/FLOYDS-N+2015-09-23 06:18:20.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB5,0.6601891,0.33981094,,-1.2
ZTF19acccgfn_20191005_P60_v1.ascii,ZTF19acccgfn_20191005_P60_v1_10,IIn,0.0157795,IIn/2005cp/DBSP+2006-01-08 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB5,0.15626316,0.8437368,-2453559.0,0.8
ZTF19acccgfn_20191013_P60_v1.ascii,ZTF19acccgfn_20191013_P60_v1_10,IIn,0.0157795,IIn/2005cp/DBSP+2006-01-08 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB5,0.32003674,0.67996323,-2453559.0,-0.8
ZTF19acccgfn_20191023_P60_v1.ascii,ZTF19acccgfn_20191023_P60_v1_10,IIn,0.0157795,IIn/2005cp/DBSP+2006-01-08 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB5,0.43555576,0.56444424,-2453559.0,-2.0
ZTF19acccgfn_20191024_P200_v1.ascii,ZTF19acccgfn_20191024_P200_v1_10,TDE H+He,0.0174405,TDE H+He/2019qiz/X-Shooter+2020-01-14 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.9751141,0.024885872,-2458763.0,-2.0
ZTF19acccyxx_20191003_P60_v1.ascii,ZTF19acccyxx_20191003_P60_v1_10,II,0.0399,II/2008aw/Other+2008-04-02 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB5,0.5244596,0.47554037,-2454528.0,0.0
ZTF19accczao_20191011_P60_v1.ascii,ZTF19accczao_20191011_P60_v1_10,IIn,0.07,IIn/2005cp/DBSP+2006-01-08 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB5,0.30105627,0.69894373,-2453559.0,-0.4
ZTF19accczor_20191007_P60_v1.ascii,ZTF19accczor_20191007_P60_v1_10,Ia-norm,0.056,Ia-norm/1994D/KAST+1994-04-18 09:38:53.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.18116552,0.8188345,-2449379.0,2.0
ZTF19accczvs_20191008_P60_v1.ascii,ZTF19accczvs_20191008_P60_v1_10,IIb,0.18,IIb/1993J/BC-Ekar+1993-03-31 20:30:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.98262906,0.017370962,-2449094.0,2.0
ZTF19accczvs_20191008_P60_v2.ascii,ZTF19accczvs_20191008_P60_v2_10,IIb,0.18,IIb/1993J/BC-Ekar+1993-03-31 20:30:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.66045994,0.33954006,-2449094.0,2.0
ZTF19accdehb_20191006_P60_v1.ascii,ZTF19accdehb_20191006_P60_v1_10,Ia-norm,0.0189905,Ia-norm/2012cu/KAST+2012-06-18 07:01:55.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.98147625,0.018523745,,-2.0
ZTF19accdehb_20191006_P60_v2.ascii,ZTF19accdehb_20191006_P60_v2_10,Ia-norm,0.01999,Ia-norm/2012cu/KAST+2012-06-18 07:01:55.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB5,0.9642698,0.035730205,,-1.2
ZTF19accedxz_20191005_P200_v1.ascii,ZTF19accedxz_20191005_P200_v1_10,II,0.03866,II/iPTF15crj/DBSP+2015-09-20 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sb,0.67309004,0.32690996,,-1.6
ZTF19accedxz_20191012_P60_v1.ascii,ZTF19accedxz_20191012_P60_v1_10,IIn,0.03866,IIn/2005cp/DBSP+2006-01-08 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sa,0.3856478,0.61435217,-2453559.0,-1.8
ZTF19accedxz_20191027_Keck1_v2.ascii,ZTF19accedxz_20191027_Keck1_v2_10,II,0.040593,II/2002hh/KAST+2003-04-08 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sa,0.20726001,0.79274,-2452581.0,-0.4
ZTF19accedxz_20191027_Keck1_v3.ascii,ZTF19accedxz_20191027_Keck1_v3_10,TDE H+He,0.03866,TDE H+He/2019qiz/X-Shooter+2020-02-12 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.9985929,0.001407065,-2458763.0,-2.0
ZTF19acchaza_20191007_P60_v1.ascii,ZTF19acchaza_20191007_P60_v1_10,II-flash,0.03325,II-flash/2014cn_early/GMOS+00:00.0,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.54959893,0.4504011,,0.8
ZTF19acchaza_20191012_P60_v1.ascii,ZTF19acchaza_20191012_P60_v1_10,Ic-BL,0.03325,Ic-BL/2006aj/FORS2+2006-02-21 00:59:02.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.1214913,0.8785087,-2453782.0,2.0
ZTF19acchaza_20191012_P60_v2.ascii,ZTF19acchaza_20191012_P60_v2_10,Ic-BL,0.03325,Ic-BL/2006aj/FORS2+2006-02-21 00:59:02.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.3192418,0.68075824,-2453782.0,0.6
ZTF19acchaza_20191016_LT_v1.ascii,ZTF19acchaza_20191016_LT_v1_10,IIb,0.035,IIb/2011fu/AFOSC+2011-10-03 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.86004156,0.13995844,-2455846.0,0.4
ZTF19acchaza_20191018_P60_v1.ascii,ZTF19acchaza_20191018_P60_v1_10,IIb,0.03325,IIb/2013df/HET-LRS+2013-06-23 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.2899359,0.7100641,-2456467.0,1.4
ZTF19acchaza_20191024_P200_v1.ascii,ZTF19acchaza_20191024_P200_v1_10,II,0.03325,II/2013fs/KAST+2013-10-26 08:06:13.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sa,0.72769177,0.27230823,-2456563.0,-1.2
ZTF19acchink_20191016_P60_v1.ascii,ZTF19acchink_20191016_P60_v1_10,Ia-pec,0.081681,Ia-pec/2013bh/HET-LRS+2013-04-16 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.78659683,0.21340314,-2456385.0,2.0
ZTF19acchink_20191017_P60_v1.ascii,ZTF19acchink_20191017_P60_v1_10,Ia-norm,0.090279,Ia-norm/2011fe/STIS+2011-09-13 16:05:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.68335766,0.31664237,-2455815.0,1.6
ZTF19acchjle_20191005_P200_v1.ascii,ZTF19acchjle_20191005_P200_v1_10,SLSN-I,0.0756,SLSN-I/2017egm/ALFOSC+2017-06-17 22:19:12.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.8003315,0.19966856,-2457914.0,-0.4
ZTF19acchjle_20191008_P60_v1.ascii,ZTF19acchjle_20191008_P60_v1_10,II-flash,0.0756,II-flash/2014cn_early/GMOS+00:00.0,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.8306547,0.16934533,,2.0
ZTF19acchjle_20191010_P60_v1.ascii,ZTF19acchjle_20191010_P60_v1_10,Ia 91T-like,0.0756,Ia 91T-like/2018hfr/KAST+2018-10-12 13:04:48.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.79283816,0.20716183,,2.0
ZTF19acchjle_20191012_P60_v1.ascii,ZTF19acchjle_20191012_P60_v1_10,Ia 99aa-like,0.0756,Ia 99aa-like/1999aa/MARK-III+1999-03-03 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.49000698,0.509993,-2451232.0,2.0
ZTF19acchjle_20191020_P60_v1.ascii,ZTF19acchjle_20191020_P60_v1_10,Ia-norm,0.0756,Ia-norm/2013dy/HET-LRS+2013-08-02 05:45:36.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.9718366,0.02816338,-2456464.0,2.0
ZTF19acchjle_20191020_P60_v2.ascii,ZTF19acchjle_20191020_P60_v2_10,Ia 99aa-like,0.0756,Ia 99aa-like/1999aa/MARK-III+1999-03-03 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.8761627,0.123837285,-2451232.0,0.8
ZTF19acchjle_20191104_APO_v1.ascii,ZTF19acchjle_20191104_APO_v1_10,IIb-flash,0.0684,IIb-flash/2013cu_early/DEIMOS+00:00.0,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.83483684,0.16516317,,-2.0
ZTF19acchqbr_20191006_P200_v1.ascii,ZTF19acchqbr_20191006_P200_v1_10,IIb-flash,0.0181355,IIb-flash/2013cu_early/DEIMOS+00:00.0,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,,,,-2.0
ZTF19acchtyp_20191010_P60_v1.ascii,ZTF19acchtyp_20191010_P60_v1_10,IIb,0.06,IIb/2012dy/EFOSC2-NTT+2012-08-08 08:44:21.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.87397224,0.12602778,,2.0
ZTF19acchtyp_20191021_P60_v1.ascii,ZTF19acchtyp_20191021_P60_v1_10,Ia 99aa-like,0.063,Ia 99aa-like/iPTF14bdn/YFOSC+2014-06-03 17:37:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sb,0.78818226,0.21181773,-2456822.0,-1.4
ZTF19acchtyp_20191021_P60_v2.ascii,ZTF19acchtyp_20191021_P60_v2_10,Ia 91T-like,0.06,Ia 91T-like/2018hfr/KAST+2018-10-16 13:01:55.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB4,0.84463984,0.15536015,,0.0
ZTF19accibkt_20191004_P60_v1.ascii,ZTF19accibkt_20191004_P60_v1_10,Ia-rapid,0.048363,Ia-rapid/2002bj/LRIS+2002-03-07 07:29:17.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.23968658,0.76031345,-2452317.0,1.4
ZTF19accibkt_20191005_P200_v1.ascii,ZTF19accibkt_20191005_P200_v1_10,Ia 91T-like,0.048363,Ia 91T-like/2018hfr/KAST+2018-10-12 13:04:48.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.23625141,0.7637486,,1.4
ZTF19accjfgv_20191004_P60_v1.ascii,ZTF19accjfgv_20191004_P60_v1_10,IIn,0.027,IIn/2010jl/DEIMOS+2010-11-07 15:37:26.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.39223042,0.6077696,-2455461.0,-2.0
ZTF19accjfgv_20191005_P200_v1.ascii,ZTF19accjfgv_20191005_P200_v1_10,II,0.02565,II/iPTF15crj/DBSP+2015-09-20 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sc,0.27244496,0.72755504,,1.6
ZTF19accjfgv_20191015_P60_v1.ascii,ZTF19accjfgv_20191015_P60_v1_10,IIn,0.02565,IIn/2009kr/DEIMOS+2010-02-15 07:29:16.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sc,0.037998658,0.9620013,-2455129.0,2.0
ZTF19accjfgv_20191027_Keck1_v1.ascii,ZTF19accjfgv_20191027_Keck1_v1_10,II,0.02565,II/iPTF15crj/DBSP+2015-09-20 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sc,0.5275306,0.47246936,,0.4
ZTF19accjnpz_20191031_Lick_3-m_v1.ascii,ZTF19accjnpz_20191031_Lick_3-m_v1_10,Ia-norm,0.0966,Ia-norm/2009ig/KAST+2009-09-19 11:48:28.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.77900845,0.22099157,-2455051.0,-0.6
ZTF19acckggd_20191011_P60_v1.ascii,ZTF19acckggd_20191011_P60_v1_10,Ia-norm,0.08,Ia-norm/2012cg/KAST+2012-05-26 05:38:24.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB3,0.8422901,0.15770987,-2456058.0,1.6
ZTF19acckjcm_20191024_P200_v1.ascii,ZTF19acckjcm_20191024_P200_v1_10,TDE H+He,0.039007,TDE H+He/2019qiz/X-Shooter+2020-01-14 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sa,0.82670933,0.17329068,-2458763.0,-1.4
ZTF19acckjsj_20191005_P200_v1.ascii,ZTF19acckjsj_20191005_P200_v1_10,TDE H+He,0.028082,TDE H+He/2019qiz/X-Shooter+2020-02-12 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB3,0.911646,0.088354014,-2458763.0,-2.0
ZTF19acckjsj_20191027_Keck1_v1.ascii,ZTF19acckjsj_20191027_Keck1_v1_10,TDE H+He,0.031038,TDE H+He/2019qiz/X-Shooter+2020-01-14 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sa,0.8133329,0.18666708,-2458763.0,-1.4
ZTF19accloxh_20191007_P60_v1.ascii,ZTF19accloxh_20191007_P60_v1_10,Ia-norm,0.0457995,Ia-norm/2013dy/HET-LRS+2013-08-02 05:45:36.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.42228743,0.57771254,-2456464.0,-0.6
ZTF19acclupd_20191006_P60_v1.ascii,ZTF19acclupd_20191006_P60_v1_10,Ia-norm,0.033243,Ia-norm/2012cg/KAST+2012-05-21 04:27:50.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sa,0.62833977,0.37166023,-2456032.0,1.2
ZTF19acclxtn_20191009_P60_v1.ascii,ZTF19acclxtn_20191009_P60_v1_10,SLSN-I,0.11,SLSN-I/2017egm/KAST+2017-06-28 05:00:57.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sc,0.6046779,0.39532205,-2457869.0,1.2
ZTF19acclxty_20191010_P60_v1.ascii,ZTF19acclxty_20191010_P60_v1_10,Ia 99aa-like,0.12,Ia 99aa-like/1999aa/DIS+1999-02-17 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.9973982,0.0026017786,-2451232.0,-1.4
ZTF19acclzaw_20191017_P60_v1.ascii,ZTF19acclzaw_20191017_P60_v1_10,Ia-CSM-(ambigious),0.0665,Ia-CSM-(ambigious)/2002ic/BC-Magellan+2002-11-29 00:00:00.00,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.58865994,0.41134003,-2452605.0,-2.0
